PlayerID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,College,PhotoUrl,Experience,InjuryStatus,FanDuelPlayerID,DraftKingsPlayerID,FanDuelName,DraftKingsName
20001458,Active,27,LAL,,G,PG,D'Angelo,Russell,76,193,2/23/1996 12:00:00 AM,Ohio State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001458.png,7,Out,58312,844038,D'Angelo Russell,D'Angelo Russell
20001460,Active,29,PHO,1,G,SG,Devin,Booker,77,206,10/30/1996 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001460.png,7,Out,58460,845564,Devin Booker,Devin Booker
20001461,Inactive,,,,C,C,Willie,Cauley-Stein,84,240,8/18/1993 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001461.png,5,,23823,699950,Willie Cauley-Stein,Willie Cauley-Stein
20001470,Inactive,,,,F,SF,Treveon,Graham,77,219,10/28/1993 12:00:00 AM,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001470.png,3,,20806,609818,Treveon Graham,Treveon Graham
20001479,Inactive,,,,G,SG,Michael,Frazier II,75,200,3/8/1994 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001479.png,0,,23589,696291,Michael Frazier,Michael Frazier
20001503,Inactive,,,,G,PG,Brad,Wanamaker,75,210,7/25/1989 12:00:00 AM,Pittsburgh,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001503.png,3,,16790,402376,Brad Wanamaker,Brad Wanamaker
20001517,Inactive,,,,F,SF,Greg,Whittington,81,210,2/7/1993 12:00:00 AM,Georgetown,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001517.png,0,,145631,609258,Greg Whittington,Greg Whittington
20001521,Active,15,MIL,43,F,SF,Thanasis,Antetokounmpo,79,219,7/18/1992 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001521.png,5,,111372,803207,Thanasis Antetokounmpo,Thanasis Antetokounmpo
20001525,Active,13,IND,9,G,PG,T.J.,McConnell,73,190,3/25/1992 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001525.png,7,,18393,551787,T.J. McConnell,T.J. McConnell
20001526,Inactive,,,,G,SG,Jordan,McRae,77,179,3/28/1991 12:00:00 AM,Tennessee,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001526.png,4,,16230,552530,Jordan McRae,Jordan McRae
20001527,Active,25,DAL,35,F,PF,Christian,Wood,81,214,9/27/1995 12:00:00 AM,UNLV,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001527.png,6,,42202,750924,Christian Wood,Christian Wood
20001530,Inactive,,,,F,SF,Malcolm,Miller,79,210,3/6/1993 12:00:00 AM,Holy Cross,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001530.png,2,,18811,603959,Malcolm Miller,Malcolm Miller
20001531,Inactive,,,,G,SG,Levi,Randolph,77,208,10/3/1992 12:00:00 AM,Alabama,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001531.png,0,,15412,610713,Levi Randolph,Levi Randolph
20001561,Inactive,,,,G,PG,Keifer,Sykes,71,167,12/30/1993 12:00:00 AM,Green Bay,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001561.png,0,,18726,610683,Keifer Sykes,Keifer Sykes
20001567,Inactive,,,,G,PG,Deonte,Burton,76,240,1/31/1994 12:00:00 AM,Iowa State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001567.png,2,,85106,741886,Deonte Burton,Deonte Burton
20001573,Inactive,,,,G,PG,Quinn,Cook,73,180,3/23/1993 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001573.png,5,,15582,601140,Quinn Cook,Quinn Cook
20001578,Inactive,,,,,,JP,Tokoto II,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001578.png,0,,,,,
20001579,Inactive,,,,,,Darrun,Hilliard II,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,,,,,,
20001585,Inactive,,,,,,Chris,Udofia,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,,,,,,
20001597,Active,29,PHO,20,F,PF,Dario,Saric,82,225,4/8/1994 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001597.png,5,,55056,830641,Dario Saric,Dario Saric
20001608,Inactive,,,,F,PF,Chris,Babcock,,,,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,0,,,,,
20001623,Active,14,DET,17,F,SF,Rodney,McGruder,76,205,7/29/1991 12:00:00 AM,Kansas State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001623.png,6,,15744,506103,Rodney McGruder,Rodney McGruder
20001630,Active,24,SA,,C,C,Khem,Birch,80,233,9/28/1992 12:00:00 AM,UNLV,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001630.png,5,,16081,601518,Khem Birch,Khem Birch
20001658,Inactive,,,,,,Frank,Vogel,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,,,,,,
20001661,Active,8,BKN,10,G,PG,Ben,Simmons,82,240,7/20/1996 12:00:00 AM,Louisiana State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001661.png,4,,66115,886391,Ben Simmons,Ben Simmons
20001665,Inactive,,,,,,David,Fizdale,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,,,,,,
20001666,Active,20,DEN,27,G,PG,Jamal,Murray,76,215,2/23/1997 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001666.png,5,Questionable,66108,891352,Jamal Murray,Jamal Murray
20001667,Inactive,,,,C,C,Thon,Maker,84,221,2/25/1997 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001667.png,5,,70820,920067,Thon Maker,Thon Maker
20001668,Active,25,DAL,44,F,PF,Davis,Bertans,82,225,11/12/1992 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001668.png,6,Out,14543,599814,Davis Bertans,Davis Bertans
20001669,Inactive,,,10,F,PF,Dragan,Bender,84,249,11/17/1997 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001669.png,4,,70819,920066,Dragan Bender,Dragan Bender
20001670,Inactive,,,,G,PG,Kris,Dunn,75,205,3/18/1994 12:00:00 AM,Providence,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001670.png,3,,23802,698968,Kris Dunn,Kris Dunn
20001671,Active,23,NO,14,G,SG,Brandon,Ingram,80,190,9/2/1997 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001671.png,6,,66048,887665,Brandon Ingram,Brandon Ingram
20001672,Active,9,BOS,7,F,SF,Jaylen,Brown,78,223,10/24/1996 12:00:00 AM,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001672.png,6,Out,67026,883436,Jaylen Brown,Jaylen Brown
20001673,Active,13,IND,24,G,SG,Buddy,Hield,76,220,12/17/1992 12:00:00 AM,Oklahoma,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001673.png,6,,23665,697086,Buddy Hield,Buddy Hield
20001674,Inactive,,,,F,PF,Marquese,Chriss,81,240,7/2/1997 12:00:00 AM,Washington,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001674.png,6,,67707,884141,Marquese Chriss,Marquese Chriss
20001675,Inactive,,,,F,PF,Skal,Labissiere,82,235,3/18/1996 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001675.png,3,,66109,891349,Skal Labissiere,Skal Labissiere
20001678,Active,27,LAL,,G,SG,Malik,Beasley,76,187,11/26/1996 12:00:00 AM,Florida State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,6,Out,66064,879503,Malik Beasley,Malik Beasley
20001679,Active,3,ATL,5,G,SG,Dejounte,Murray,77,180,9/19/1996 12:00:00 AM,Washington,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001679.png,5,,67708,884168,Dejounte Murray,Dejounte Murray
20001680,Active,16,MIN,12,F,SF,Taurean,Prince,78,218,3/22/1994 12:00:00 AM,Baylor,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001680.png,6,,23572,696209,Taurean Prince,Taurean Prince
20001681,Inactive,,,,F,PF,Henry,Ellenson,82,240,1/13/1997 12:00:00 AM,Marquette,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001681.png,4,,66455,882284,Henry Ellenson,Henry Ellenson
20001682,Inactive,,,,G,SG,Patrick,McCaw,79,181,10/25/1995 12:00:00 AM,UNLV,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001682.png,4,,58658,847005,Patrick McCaw,Patrick McCaw
20001683,Active,30,SAC,10,C,C,Domantas,Sabonis,85,240,5/3/1996 12:00:00 AM,Gonzaga,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001683.png,6,,59358,850111,Domantas Sabonis,Domantas Sabonis
20001687,Active,10,TOR,,C,C,Jakob,Poeltl,85,245,10/15/1995 12:00:00 AM,Utah,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001687.png,6,,58378,844478,Jakob Poeltl,Jakob Poeltl
20001689,Active,17,UTA,,C,C,Damian,Jones,83,245,6/30/1995 12:00:00 AM,Vanderbilt,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001689.png,6,Out,41082,745922,Damian Jones,Damian Jones
20001690,Inactive,,,,F,SF,DeAndre',Bembry,77,210,7/4/1994 12:00:00 AM,Saint Joseph's,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001690.png,4,,49336,795428,DeAndre' Bembry,DeAndre' Bembry
20001692,Inactive,,,,G,SG,Timothe,Luwawu-Cabarrot,79,215,5/9/1995 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001692.png,4,,70825,920091,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot
20001693,Inactive,,,,F,SF,Denzel,Valentine,76,220,11/16/1993 12:00:00 AM,Michigan State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001693.png,5,,24546,712595,Denzel Valentine,Denzel Valentine
20001694,Active,28,LAC,40,C,C,Ivica,Zubac,84,240,3/18/1997 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001694.png,6,,70827,920093,Ivica Zubac,Ivica Zubac
20001695,Inactive,,,,F,PF,Ante,Zizic,82,266,1/4/1997 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001695.png,3,,70824,920089,Ante Zizic,Ante Zizic
20001697,Active,10,TOR,41,F,PF,Juancho,Hernangomez,81,214,9/28/1995 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001697.png,6,,70822,920082,Juancho Hernangomez,Juancho Hernangomez
20001698,Inactive,,,,F,PF,Cheick,Diallo,80,219,9/13/1996 12:00:00 AM,Kansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001698.png,3,,66091,887902,Cheick Diallo,Cheick Diallo
20001701,Active,9,BOS,13,G,SG,Malcolm,Brogdon,76,229,12/11/1992 12:00:00 AM,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001701.png,6,,16359,601146,Malcolm Brogdon,Malcolm Brogdon
20001706,Inactive,,,,F,SF,Jake,Layman,80,209,3/7/1994 12:00:00 AM,Maryland,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001706.png,6,,23780,698664,Jake Layman,Jake Layman
20001707,Active,12,CLE,3,F,SF,Caris,LeVert,78,205,8/25/1994 12:00:00 AM,Michigan,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001707.png,6,,23798,698991,Caris LeVert,Caris LeVert
20001708,Active,7,PHI,20,F,SF,Georges,Niang,79,230,6/17/1993 12:00:00 AM,Iowa State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001708.png,6,,23156,679381,Georges Niang,Georges Niang
20001710,Active,10,TOR,43,F,PF,Pascal,Siakam,80,230,4/2/1994 12:00:00 AM,New Mexico State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001710.png,6,,60021,853408,Pascal Siakam,Pascal Siakam
20001718,Inactive,,,,G,SG,Tyrone,Wallace,77,198,6/10/1994 12:00:00 AM,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001718.png,2,,24186,707852,Tyrone Wallace,Tyrone Wallace
20001721,Inactive,,,,F,SF,Abdel,Nader,77,225,9/25/1993 12:00:00 AM,Iowa State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001721.png,3,,19726,610597,Abdel Nader,Abdel Nader
20001722,Active,7,PHI,30,G,SG,Furkan,Korkmaz,79,202,7/24/1997 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001722.png,5,,70826,920092,Furkan Korkmaz,Furkan Korkmaz
20001724,Inactive,,,,F,PF,Petr,Cornelie,83,220,7/26/1996 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001724.png,0,,70833,920099,Petr Cornelie,Petr Cornelie
20001730,Active,19,POR,0,G,PG,Gary,Payton II,74,195,12/1/1992 12:00:00 AM,Oregon State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001730.png,5,,58519,846407,Gary Payton,Gary Payton II
20001732,Inactive,,,,G,PG,Yogi,Ferrell,72,178,5/9/1993 12:00:00 AM,Indiana,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001732.png,3,,23772,698635,Yogi Ferrell,Yogi Ferrell
20001733,Active,10,TOR,23,G,PG,Fred,VanVleet,72,197,2/25/1994 12:00:00 AM,Wichita State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001733.png,6,,24247,707832,Fred VanVleet,Fred VanVleet
20001738,Inactive,,,5,G,SG,Sheldon,McClellan,78,201,12/21/1992 12:00:00 AM,Miami (FL),https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001738.png,1,,16246,617257,Sheldon McClellan,Sheldon Mac
20001745,Active,3,ATL,13,G,SG,Bogdan,Bogdanovic,77,225,8/18/1992 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001745.png,5,,55060,830648,Bogdan Bogdanovic,Bogdan Bogdanovic
20001746,Active,19,POR,,G,PG,Ryan,Arcidiacono,75,195,3/26/1994 12:00:00 AM,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001746.png,5,Out,23740,697940,Ryan Arcidiacono,Ryan Arcidiacono
20001747,Active,7,PHI,25,F,PF,Danuel,House Jr.,78,220,6/7/1993 12:00:00 AM,Texas A&M,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001747.png,6,,23294,692110,Danuel House,Danuel House Jr.
20001749,Inactive,,,,G,PG,Tomas,Satoransky,79,210,10/30/1991 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001749.png,5,,23097,659772,Tomas Satoransky,Tomas Satoransky
20001757,Active,8,BKN,28,F,PF,Dorian,Finney-Smith,79,220,5/4/1993 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001757.png,6,,16376,606701,Dorian Finney-Smith,Dorian Finney-Smith
20001760,Active,16,MIN,10,G,SG,Bryn,Forbes,74,205,7/23/1993 12:00:00 AM,Michigan State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001760.png,6,,23788,699093,Bryn Forbes,Bryn Forbes
20001762,Inactive,,,,G,SG,Wayne,Selden,77,230,9/30/1994 12:00:00 AM,Kansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001762.png,3,,49115,794506,Wayne Selden,Wayne Selden Jr.
20001766,Inactive,,,,G,PG,Cat,Barber,74,190,7/25/1994 12:00:00 AM,North Carolina State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001766.png,0,,40257,740397,Anthony Barber,Cat Barber
20001767,Inactive,,,,F,SF,Jarrod,Uthoff,81,221,5/19/1993 12:00:00 AM,Iowa,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001767.png,2,,16452,606724,Jarrod Uthoff,Jarrod Uthoff
20001775,Inactive,,,,G,PG,Chasson,Randle,74,185,2/5/1993 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001775.png,2,,16197,603948,Chasson Randle,Chasson Randle
20001791,Active,29,PHO,10,G,SG,Damion,Lee,77,210,10/21/1992 12:00:00 AM,Louisville,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001791.png,5,,18376,609081,Damion Lee,Damion Lee
20001795,Inactive,,,,G,PG,Shaquille,Harrison,79,190,10/6/1993 12:00:00 AM,Tulsa,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001795.png,3,,82744,692654,Shaquille Harrison,Shaquille Harrison
20001796,Active,11,CHI,5,F,SF,Derrick,Jones Jr.,78,210,2/15/1997 12:00:00 AM,UNLV,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001796.png,6,,66968,892925,Derrick Jones,Derrick Jones Jr.
20001801,Active,11,CHI,6,G,SG,Alex,Caruso,77,186,2/28/1994 12:00:00 AM,Texas A&M,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001801.png,5,Probable,23981,697644,Alex Caruso,Alex Caruso
20001809,Inactive,,,,,,Mark,Baker,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,2,,,,,
20001820,Inactive,,,,G,SG,David,Nwaba,77,219,1/14/1993 12:00:00 AM,Cal Poly,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001820.png,6,,42733,787141,David Nwaba,David Nwaba
20001822,Active,14,DET,6,G,SG,Hamidou,Diallo,77,202,7/31/1998 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001822.png,4,,84699,970444,Hamidou Diallo,Hamidou Diallo
20001823,Active,11,CHI,2,G,PG,Lonzo,Ball,78,190,10/27/1997 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001823.png,5,Out,80806,946714,Lonzo Ball,Lonzo Ball
20001824,Active,30,SAC,5,G,PG,De'Aaron,Fox,75,185,12/20/1997 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001824.png,5,,80810,957489,De'Aaron Fox,De'Aaron Fox
20001825,Active,5,ORL,20,G,PG,Markelle,Fultz,76,209,5/29/1998 12:00:00 AM,Washington,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001825.png,5,,80805,946824,Markelle Fultz,Markelle Fultz
20001826,Active,2,CHA,8,G,PG,Dennis,Smith Jr.,74,205,11/25/1997 12:00:00 AM,North Carolina State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001826.png,5,,80814,942015,Dennis Smith,Dennis Smith Jr.
20001827,Inactive,,,,F,PF,Harry,Giles III,83,240,4/22/1998 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001827.png,3,,80819,937650,Harry Giles,Harry Giles III
20001828,Inactive,,,,F,SF,Josh,Jackson,80,207,2/10/1997 12:00:00 AM,Kansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001828.png,4,,80809,944164,Josh Jackson,Josh Jackson
20001829,Active,9,BOS,0,F,PF,Jayson,Tatum,80,210,3/3/1998 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001829.png,5,,80808,937647,Jayson Tatum,Jayson Tatum
20001830,Active,5,ORL,1,F,PF,Jonathan,Isaac,82,230,10/3/1997 12:00:00 AM,Florida State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001830.png,3,,80811,940823,Jonathan Isaac,Jonathan Isaac
20001831,Active,17,UTA,23,F,PF,Lauri,Markkanen,84,240,5/22/1997 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001831.png,5,,80812,949131,Lauri Markkanen,Lauri Markkanen
20001832,Active,25,DAL,21,G,PG,Frank,Ntilikina,76,200,7/28/1998 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001832.png,5,,80813,1056995,Frank Ntilikina,Frank Ntilikina
20001833,Active,30,SAC,0,G,SG,Malik,Monk,75,200,2/4/1998 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001833.png,5,,80816,957492,Malik Monk,Malik Monk
20001834,Active,24,SA,23,C,C,Zach,Collins,83,250,11/19/1997 12:00:00 AM,Gonzaga,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001834.png,4,,80815,955887,Zach Collins,Zach Collins
20001835,Active,3,ATL,20,F,PF,John,Collins,81,226,9/23/1997 12:00:00 AM,Wake Forest,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001835.png,5,,66236,880468,John Collins,John Collins
20001836,Active,4,MIA,13,C,C,Bam,Adebayo,81,255,7/18/1997 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001836.png,5,,80817,957486,Bam Adebayo,Bam Adebayo
20001837,Active,12,CLE,31,C,C,Jarrett,Allen,81,243,4/21/1998 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001837.png,5,,80821,956574,Jarrett Allen,Jarrett Allen
20001838,Active,10,TOR,3,F,SF,OG,Anunoby,79,232,7/17/1997 12:00:00 AM,Indiana,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001838.png,5,Out,68090,900535,OG Anunoby,OG Anunoby
20001839,Inactive,,,,F,PF,T.J.,Leaf,82,222,4/30/1997 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001839.png,3,,80818,946720,T.J. Leaf,TJ Leaf
20001840,Active,28,LAC,5,G,SG,Luke,Kennard,77,206,6/24/1996 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001840.png,5,,66046,887661,Luke Kennard,Luke Kennard
20001841,Inactive,,,,F,PF,D.J.,Wilson,82,230,2/19/1996 12:00:00 AM,Michigan,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001841.png,5,,58295,843997,D.J. Wilson,D.J. Wilson
20001842,Inactive,,,,C,C,Justin,Patton,83,241,6/14/1997 12:00:00 AM,Creighton,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001842.png,4,,66424,880782,Justin Patton,Justin Patton
20001843,Inactive,,,,G,SG,Terrance,Ferguson,78,190,5/17/1998 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001843.png,3,,80820,1057002,Terrance Ferguson,Terrance Ferguson
20001844,Active,12,CLE,45,G,SG,Donovan,Mitchell,73,215,9/7/1996 12:00:00 AM,Louisville,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001844.png,5,Out,66113,879707,Donovan Mitchell,Donovan Mitchell
20001845,Active,9,BOS,43,F,SF,Justin,Jackson,80,220,3/28/1995 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001845.png,5,,58134,842955,Justin Jackson,Justin Jackson
20001846,Inactive,,,,F,PF,Jordan,Bell,80,216,1/7/1995 12:00:00 AM,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001846.png,4,,40769,743701,Jordan Bell,Jordan Bell
20001847,Inactive,,,,G,PG,Frank,Jackson,75,205,5/4/1998 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001847.png,3,,80824,937667,Frank Jackson,Frank Jackson
20001848,Inactive,,,,F,SF,Wes,Iwundu,78,195,12/20/1994 12:00:00 AM,Kansas State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001848.png,3,,48940,793863,Wes Iwundu,Wes Iwundu
20001849,Inactive,,,43,F,PF,Jonah,Bolden,80,225,1/2/1996 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001849.png,2,,58574,846504,Jonah Bolden,Jonah Bolden
20001851,Inactive,,,,C,C,Anzejs,Pasecniks,86,229,12/20/1995 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001851.png,1,,117913,1057003,Anzejs Pasecniks,Anzejs Pasecniks
20001852,Active,27,LAL,31,C,C,Thomas,Bryant,82,248,7/31/1997 12:00:00 AM,Indiana,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001852.png,5,,67312,896601,Thomas Bryant,Thomas Bryant
20001853,Active,6,NY,,F,SF,Josh,Hart,76,215,3/6/1995 12:00:00 AM,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001853.png,4,Out,40562,741892,Josh Hart,Josh Hart
20001854,Inactive,,,,F,PF,Caleb,Swanigan,81,260,4/18/1997 12:00:00 AM,Purdue,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001854.png,3,,66185,882772,Caleb Swanigan,Caleb Swanigan
